order_id,date,product,region,channel,segment,units,gross_sales_gbp,discount_gbp,revenue_gbp,cogs_gbp,gross_profit_gbp,revenue_target_gbp,year,month,quarter
ORD-002911,2026-03-13,Plus,UAE,Direct,Enterprise,5,389.06,5.07,383.99,184.25,199.74,406.62,2026,2026-03,Q1
ORD-002912,2025-07-05,Plus,UK,Direct,SMB,2,153.98,3.34,150.64,97.88,52.76,169.23,2025,2025-07,Q3
ORD-002913,2026-06-28,Core,UK,Direct,Mid-Market,2,96.95,2.64,94.31,51.33,42.98,87.16,2026,2026-06,Q2
ORD-002914,2025-09-10,Premium,UK,Partner,Enterprise,2,226.91,6.4,220.51,100.89,119.62,245.2,2025,2025-09,Q3
ORD-002915,2026-03-22,Core,Germany,Online,SMB,2,89.43,2.21,87.22,53.38,33.84,96.88,2026,2026-03,Q1
ORD-002916,2025-11-18,Premium,UK,Direct,SMB,4,519.11,14.51,504.6,241.61,262.99,492.87,2025,2025-11,Q4
ORD-002917,2026-02-19,Premium,UK,Online,SMB,1,122.96,0.78,122.18,66.03,56.15,135.39,2026,2026-02,Q1
ORD-002918,2025-03-30,Premium,India,Direct,SMB,3,328.69,31.72,296.97,144.77,152.2,336.78,2025,2025-03,Q1
ORD-002919,2025-09-29,Plus,UK,Direct,SMB,4,327.9,38.52,289.38,147.66,141.72,329.45,2025,2025-09,Q3
ORD-002920,2026-05-24,Premium,India,Direct,Mid-Market,2,231.8,16.6,215.2,110.04,105.16,202.7,2026,2026-05,Q2
ORD-002921,2025-12-07,Enterprise,UK,Online,SMB,3,781.78,125.86,655.92,331.72,324.2,622.65,2025,2025-12,Q4
ORD-002922,2026-02-10,Premium,India,Online,Enterprise,1,113.93,10.47,103.46,54.85,48.61,101.32,2026,2026-02,Q1
ORD-002923,2025-04-04,Plus,US,Partner,Enterprise,2,161.2,1.19,160.01,106.02,53.99,143.85,2025,2025-04,Q2
ORD-002924,2025-10-26,Enterprise,Germany,Direct,Mid-Market,3,765.34,35.83,729.51,354.02,375.49,714.14,2025,2025-10,Q4
ORD-002925,2026-06-05,Core,UAE,Direct,Enterprise,11,482.2,6.91,475.29,224.27,251.02,511.49,2026,2026-06,Q2
ORD-002926,2025-02-14,Core,UK,Direct,Enterprise,5,241.6,13.63,227.97,128.42,99.55,209.37,2025,2025-02,Q1
ORD-002927,2025-01-09,Core,UK,Direct,Mid-Market,2,85.01,7.87,77.14,39.74,37.4,81.17,2025,2025-01,Q1
ORD-002928,2026-02-20,Plus,Germany,Online,Enterprise,2,150.42,4.7,145.72,78.2,67.52,150.39,2026,2026-02,Q1
ORD-002929,2025-11-11,Core,UAE,Online,Mid-Market,9,391.67,19.26,372.41,238.35,134.06,369.18,2025,2025-11,Q4
ORD-002930,2025-03-10,Plus,UK,Online,Enterprise,2,160.74,4.68,156.06,85.72,70.34,152.86,2025,2025-03,Q1
ORD-002931,2026-03-25,Plus,India,Online,Mid-Market,2,159.31,11.87,147.44,66.67,80.77,149.89,2026,2026-03,Q1
ORD-002932,2025-01-17,Enterprise,India,Online,SMB,5,1244.14,83.61,1160.53,667.63,492.9,1253.41,2025,2025-01,Q1
ORD-002933,2025-03-24,Enterprise,India,Direct,SMB,8,1823.36,11.6,1811.76,1155.01,656.75,1978.22,2025,2025-03,Q1
ORD-002934,2026-04-13,Plus,Germany,Direct,SMB,7,552.21,2.77,549.44,239.29,310.15,610.44,2026,2026-04,Q2
ORD-002935,2026-04-15,Enterprise,UK,Direct,Enterprise,1,232.01,2.33,229.68,105.91,123.77,260.92,2026,2026-04,Q2
ORD-002936,2026-03-12,Core,UAE,Online,SMB,4,174.06,3.88,170.18,89.79,80.39,187.15,2026,2026-03,Q1
ORD-002937,2025-08-31,Plus,India,Direct,Mid-Market,1,80.39,2.04,78.35,32.92,45.43,73.3,2025,2025-08,Q3
ORD-002938,2025-08-27,Core,UAE,Direct,SMB,1,49.24,2.42,46.82,26.81,20.01,47.16,2025,2025-08,Q3
ORD-002939,2025-04-20,Premium,UK,Direct,Enterprise,2,227.68,1.72,225.96,129.29,96.67,209.27,2025,2025-04,Q2
ORD-002940,2025-02-01,Core,UAE,Online,Mid-Market,3,140.37,8.56,131.81,65.25,66.56,128.28,2025,2025-02,Q1
ORD-002941,2026-03-12,Plus,UK,Online,Enterprise,2,153.55,7.95,145.6,62.91,82.69,138.86,2026,2026-03,Q1
ORD-002942,2026-05-02,Core,Germany,Online,SMB,2,81.28,6.28,75.0,35.06,39.94,66.34,2026,2026-05,Q2
ORD-002943,2025-02-10,Plus,Germany,Partner,Mid-Market,3,239.34,8.3,231.04,99.76,131.28,212.71,2025,2025-02,Q1
ORD-002944,2025-04-18,Plus,UK,Partner,Mid-Market,3,241.21,10.5,230.71,115.68,115.03,237.53,2025,2025-04,Q2
ORD-002945,2025-01-27,Core,Germany,Partner,SMB,2,81.89,0.23,81.66,51.96,29.7,77.07,2025,2025-01,Q1
ORD-002946,2026-02-28,Plus,India,Partner,SMB,4,301.9,26.2,275.7,142.74,132.96,291.09,2026,2026-02,Q1
ORD-002947,2025-05-29,Plus,UAE,Direct,Mid-Market,5,380.45,3.0,377.45,247.84,129.61,386.0,2025,2025-05,Q2
ORD-002948,2026-07-26,Plus,UAE,Online,Mid-Market,2,159.83,7.48,152.35,83.11,69.24,142.37,2026,2026-07,Q3
ORD-002949,2026-02-24,Premium,UK,Direct,SMB,1,108.51,1.84,106.67,66.57,40.1,113.49,2026,2026-02,Q1
ORD-002950,2025-01-23,Enterprise,UK,Online,Mid-Market,2,524.41,16.76,507.65,256.26,251.39,522.84,2025,2025-01,Q1
ORD-002951,2025-02-16,Premium,Germany,Online,SMB,5,546.82,37.36,509.46,327.44,182.02,540.07,2025,2025-02,Q1
ORD-002952,2025-02-21,Core,India,Online,Mid-Market,3,127.29,11.19,116.1,51.47,64.63,112.56,2025,2025-02,Q1
ORD-002953,2026-05-12,Enterprise,Germany,Online,SMB,6,1307.74,83.38,1224.36,741.72,482.64,1391.6,2026,2026-05,Q2
ORD-002954,2025-01-11,Plus,UK,Online,Mid-Market,2,151.09,3.24,147.85,67.88,79.97,139.5,2025,2025-01,Q1
ORD-002955,2025-08-29,Enterprise,US,Direct,Enterprise,1,234.68,17.74,216.94,109.81,107.13,214.28,2025,2025-08,Q3
ORD-002956,2025-08-08,Core,UK,Online,SMB,1,43.64,0.06,43.58,28.95,14.63,40.07,2025,2025-08,Q3
ORD-002957,2026-04-27,Premium,India,Partner,Mid-Market,2,247.48,5.31,242.17,147.53,94.64,225.19,2026,2026-04,Q2
ORD-002958,2025-01-21,Core,UAE,Direct,Mid-Market,1,45.83,4.83,41.0,17.22,23.78,46.56,2025,2025-01,Q1
ORD-002959,2025-05-06,Core,US,Online,SMB,2,81.85,0.88,80.97,41.52,39.45,74.12,2025,2025-05,Q2
ORD-002960,2025-12-18,Enterprise,Germany,Partner,Mid-Market,1,239.97,3.05,236.92,108.89,128.03,216.15,2025,2025-12,Q4
ORD-002961,2025-03-07,Core,US,Online,Enterprise,3,129.32,4.76,124.56,81.98,42.58,124.83,2025,2025-03,Q1
ORD-002962,2026-03-19,Core,US,Direct,SMB,3,122.27,1.0,121.27,62.77,58.5,128.85,2026,2026-03,Q1
ORD-002963,2026-05-18,Plus,US,Direct,Enterprise,4,281.31,13.04,268.27,137.19,131.08,266.23,2026,2026-05,Q2
ORD-002964,2025-04-09,Core,UK,Partner,SMB,2,88.72,3.41,85.31,50.99,34.32,81.14,2025,2025-04,Q2
ORD-002965,2025-01-03,Premium,India,Online,Enterprise,6,746.05,91.91,654.14,357.35,296.79,689.06,2025,2025-01,Q1
ORD-002966,2025-01-03,Plus,India,Online,SMB,2,146.39,4.69,141.7,86.36,55.34,132.54,2025,2025-01,Q1
ORD-002967,2025-02-12,Core,UAE,Direct,Enterprise,3,122.37,8.54,113.83,49.77,64.06,108.27,2025,2025-02,Q1
ORD-002968,2026-05-24,Enterprise,UK,Online,Enterprise,3,715.09,5.67,709.42,390.9,318.52,772.36,2026,2026-05,Q2
ORD-002969,2025-10-23,Premium,UAE,Online,Enterprise,3,351.92,12.32,339.6,170.55,169.05,332.0,2025,2025-10,Q4
ORD-002970,2025-03-13,Plus,UAE,Partner,Mid-Market,3,204.31,20.23,184.08,117.36,66.72,177.72,2025,2025-03,Q1
ORD-002971,2025-03-23,Plus,India,Direct,SMB,1,68.39,2.23,66.16,39.77,26.39,72.63,2025,2025-03,Q1
ORD-002972,2025-05-18,Plus,UK,Online,Enterprise,9,608.38,42.98,565.4,337.11,228.29,621.81,2025,2025-05,Q2
ORD-002973,2025-04-08,Enterprise,US,Online,Mid-Market,2,519.41,17.62,501.79,284.06,217.73,443.04,2025,2025-04,Q2
ORD-002974,2026-02-06,Plus,UK,Online,SMB,2,161.21,12.49,148.72,91.3,57.42,136.89,2026,2026-02,Q1
ORD-002975,2026-07-10,Plus,India,Online,Enterprise,9,713.63,34.38,679.25,375.72,303.53,625.5,2026,2026-07,Q3
ORD-002976,2025-09-28,Core,UAE,Partner,Mid-Market,4,175.28,7.39,167.89,90.25,77.64,177.61,2025,2025-09,Q3
ORD-002977,2025-06-11,Premium,US,Direct,Enterprise,1,131.63,0.18,131.45,75.13,56.32,136.74,2025,2025-06,Q2
ORD-002978,2025-03-02,Premium,US,Direct,Mid-Market,6,771.23,2.25,768.98,448.5,320.48,689.4,2025,2025-03,Q1
ORD-002979,2026-01-31,Core,UK,Direct,SMB,4,178.92,2.16,176.76,92.87,83.89,158.21,2026,2026-01,Q1
ORD-002980,2026-06-24,Core,Germany,Direct,Enterprise,2,90.76,3.68,87.08,44.07,43.01,98.53,2026,2026-06,Q2
ORD-002981,2025-03-03,Premium,US,Online,SMB,6,661.89,16.49,645.4,311.61,333.79,594.91,2025,2025-03,Q1
ORD-002982,2026-01-27,Plus,UK,Online,SMB,3,245.18,17.94,227.24,127.15,100.09,251.7,2026,2026-01,Q1
ORD-002983,2025-10-25,Plus,UK,Direct,Enterprise,4,282.8,9.53,273.27,162.26,111.01,287.38,2025,2025-10,Q4
ORD-002984,2025-12-20,Core,UK,Online,Mid-Market,3,145.25,6.6,138.65,88.81,49.84,156.32,2025,2025-12,Q4
ORD-002985,2026-01-06,Plus,India,Direct,Enterprise,3,240.26,2.32,237.94,119.14,118.8,253.71,2026,2026-01,Q1
ORD-002986,2026-07-06,Core,US,Partner,SMB,1,43.46,2.87,40.59,18.25,22.34,44.25,2026,2026-07,Q3
ORD-002987,2025-09-29,Plus,India,Direct,Enterprise,4,329.64,6.39,323.25,201.4,121.85,336.87,2025,2025-09,Q3
ORD-002988,2025-03-18,Enterprise,Germany,Direct,SMB,1,257.12,9.07,248.05,155.05,93.0,237.82,2025,2025-03,Q1
ORD-002989,2025-03-09,Enterprise,India,Direct,Mid-Market,4,927.83,92.01,835.82,403.11,432.71,796.64,2025,2025-03,Q1
ORD-002990,2025-02-25,Plus,India,Direct,Mid-Market,2,146.92,8.85,138.07,64.25,73.82,151.53,2025,2025-02,Q1
ORD-002991,2026-05-03,Core,Germany,Direct,SMB,1,41.89,0.53,41.36,20.8,20.56,46.17,2026,2026-05,Q2
ORD-002992,2026-01-21,Premium,India,Partner,Enterprise,3,348.79,1.23,347.56,158.85,188.71,376.18,2026,2026-01,Q1
ORD-002993,2025-10-17,Core,India,Direct,Enterprise,6,279.2,10.19,269.01,177.86,91.15,262.24,2025,2025-10,Q4
ORD-002994,2026-07-20,Plus,US,Online,SMB,1,70.79,0.78,70.01,35.03,34.98,64.93,2026,2026-07,Q3
ORD-002995,2026-04-02,Enterprise,UK,Direct,Mid-Market,3,673.51,30.33,643.18,354.6,288.58,711.32,2026,2026-04,Q2
ORD-002996,2025-08-20,Plus,UK,Direct,Mid-Market,3,232.16,9.84,222.32,146.4,75.92,246.7,2025,2025-08,Q3
ORD-002997,2025-06-09,Core,US,Direct,Mid-Market,3,133.0,3.64,129.36,55.79,73.57,143.61,2025,2025-06,Q2
ORD-002998,2025-11-26,Premium,UAE,Partner,Mid-Market,1,125.41,8.72,116.69,51.72,64.97,129.47,2025,2025-11,Q4
ORD-002999,2026-05-27,Core,UK,Direct,Mid-Market,2,96.4,1.22,95.18,43.09,52.09,104.98,2026,2026-05,Q2
ORD-003000,2026-07-17,Plus,US,Direct,SMB,3,203.03,13.38,189.65,101.83,87.82,167.79,2026,2026-07,Q3
ORD-003001,2026-03-12,Core,UAE,Direct,SMB,1,41.82,1.35,40.47,23.85,16.62,44.1,2026,2026-03,Q1
ORD-003002,2025-07-05,Plus,UAE,Partner,Enterprise,6,487.82,9.97,477.85,284.24,193.61,450.93,2025,2025-07,Q3
ORD-003003,2025-10-28,Premium,UAE,Online,SMB,3,326.53,16.03,310.5,134.13,176.37,296.26,2025,2025-10,Q4
ORD-003004,2025-12-17,Premium,Germany,Partner,Mid-Market,7,820.31,1.5,818.81,460.23,358.58,795.02,2025,2025-12,Q4
ORD-003005,2025-12-25,Premium,US,Online,Enterprise,2,233.44,1.85,231.59,119.38,112.21,245.58,2025,2025-12,Q4
ORD-003006,2025-08-23,Core,India,Online,SMB,4,183.2,1.4,181.8,95.11,86.69,174.94,2025,2025-08,Q3
ORD-003007,2025-10-10,Premium,US,Direct,SMB,2,251.82,8.56,243.26,115.07,128.19,239.75,2025,2025-10,Q4
ORD-003008,2025-06-19,Enterprise,India,Direct,SMB,2,475.73,23.34,452.39,290.2,162.19,446.72,2025,2025-06,Q2
ORD-003009,2026-06-09,Plus,UK,Direct,Enterprise,2,139.11,10.81,128.3,78.67,49.63,131.37,2026,2026-06,Q2
ORD-003010,2026-07-19,Plus,UK,Direct,SMB,3,246.54,4.39,242.15,133.94,108.21,234.96,2026,2026-07,Q3
ORD-003011,2025-07-13,Enterprise,UK,Online,SMB,1,244.79,32.7,212.09,93.12,118.97,200.07,2025,2025-07,Q3
ORD-003012,2025-08-27,Enterprise,UK,Direct,SMB,4,951.16,29.12,922.04,504.78,417.26,843.75,2025,2025-08,Q3
ORD-003013,2026-01-17,Plus,India,Direct,SMB,1,74.39,3.83,70.56,45.66,24.9,67.38,2026,2026-01,Q1
ORD-003014,2026-01-04,Plus,UK,Online,Mid-Market,1,72.07,1.35,70.72,39.92,30.8,80.13,2026,2026-01,Q1
ORD-003015,2026-07-12,Premium,UK,Direct,Mid-Market,1,121.43,9.12,112.31,72.81,39.5,100.38,2026,2026-07,Q3
ORD-003016,2026-02-19,Plus,UK,Online,SMB,2,142.8,7.75,135.05,80.35,54.7,121.29,2026,2026-02,Q1
ORD-003017,2025-09-10,Plus,US,Partner,SMB,5,400.13,9.37,390.76,244.31,146.45,391.12,2025,2025-09,Q3
ORD-003018,2025-12-24,Plus,India,Partner,SMB,3,238.75,13.05,225.7,131.05,94.65,255.53,2025,2025-12,Q4
ORD-003019,2026-01-31,Core,UK,Online,SMB,1,45.73,3.11,42.62,24.88,17.74,41.63,2026,2026-01,Q1
ORD-003020,2025-06-13,Plus,US,Online,SMB,2,135.18,2.57,132.61,84.76,47.85,126.23,2025,2025-06,Q2
ORD-003021,2026-04-02,Core,India,Direct,Enterprise,1,41.8,3.36,38.44,18.79,19.65,39.99,2026,2026-04,Q2
ORD-003022,2026-07-22,Premium,UAE,Partner,Enterprise,4,475.98,7.6,468.38,276.08,192.3,507.64,2026,2026-07,Q3
ORD-003023,2026-03-22,Enterprise,UK,Online,Mid-Market,3,748.3,8.26,740.04,330.93,409.11,672.22,2026,2026-03,Q1
ORD-003024,2025-11-26,Core,UK,Direct,SMB,3,139.03,10.12,128.91,76.8,52.11,146.88,2025,2025-11,Q4
ORD-003025,2025-11-05,Premium,UK,Direct,Mid-Market,1,108.59,0.37,108.22,55.67,52.55,116.09,2025,2025-11,Q4
ORD-003026,2025-09-15,Core,UAE,Online,Mid-Market,3,141.32,2.9,138.42,66.2,72.22,126.77,2025,2025-09,Q3
ORD-003027,2025-11-19,Plus,US,Direct,SMB,1,75.87,0.37,75.5,34.98,40.52,68.4,2025,2025-11,Q4
ORD-003028,2025-07-18,Premium,US,Direct,SMB,3,386.57,16.06,370.51,186.21,184.3,328.83,2025,2025-07,Q3
ORD-003029,2025-10-27,Premium,UAE,Online,Mid-Market,3,348.81,15.88,332.93,173.63,159.3,342.62,2025,2025-10,Q4
ORD-003030,2025-05-01,Core,UAE,Partner,Enterprise,1,42.74,0.78,41.96,18.04,23.92,40.73,2025,2025-05,Q2
ORD-003031,2026-02-12,Plus,Germany,Direct,Mid-Market,2,155.98,2.38,153.6,88.31,65.29,167.74,2026,2026-02,Q1
ORD-003032,2026-03-08,Enterprise,UK,Direct,Enterprise,2,437.77,8.29,429.48,264.75,164.73,416.33,2026,2026-03,Q1
ORD-003033,2025-08-23,Plus,UK,Online,SMB,4,280.66,18.8,261.86,121.48,140.38,283.15,2025,2025-08,Q3
ORD-003034,2025-03-17,Enterprise,US,Partner,SMB,6,1451.46,62.35,1389.11,601.55,787.56,1278.23,2025,2025-03,Q1
ORD-003035,2025-05-30,Plus,India,Online,SMB,6,472.83,0.81,472.02,217.53,254.49,508.5,2025,2025-05,Q2
ORD-003036,2025-11-26,Core,Germany,Online,Mid-Market,1,45.04,1.2,43.84,21.89,21.95,39.46,2025,2025-11,Q4
ORD-003037,2025-06-12,Premium,India,Direct,SMB,5,647.8,33.56,614.24,292.19,322.05,549.37,2025,2025-06,Q2
ORD-003038,2025-05-17,Plus,US,Direct,Mid-Market,2,150.3,0.32,149.98,94.11,55.87,170.9,2025,2025-05,Q2
ORD-003039,2025-07-17,Premium,UK,Online,Mid-Market,2,219.01,7.52,211.49,127.6,83.89,222.92,2025,2025-07,Q3
ORD-003040,2025-09-19,Plus,UK,Partner,Mid-Market,3,245.87,33.99,211.88,92.84,119.04,186.48,2025,2025-09,Q3
ORD-003041,2025-10-02,Premium,Germany,Online,Mid-Market,3,367.1,13.38,353.72,199.59,154.13,389.99,2025,2025-10,Q4
ORD-003042,2025-09-21,Enterprise,UK,Direct,SMB,8,1898.52,71.92,1826.6,1184.25,642.35,2034.79,2025,2025-09,Q3
ORD-003043,2025-05-01,Enterprise,Germany,Online,SMB,4,1028.46,5.01,1023.45,456.06,567.39,1130.63,2025,2025-05,Q2
ORD-003044,2026-02-20,Premium,India,Online,Enterprise,1,119.23,1.49,117.74,68.56,49.18,131.76,2026,2026-02,Q1
ORD-003045,2026-02-23,Core,UK,Online,SMB,4,194.27,2.76,191.51,118.64,72.87,200.35,2026,2026-02,Q1
ORD-003046,2025-08-10,Premium,UK,Online,SMB,1,108.9,9.88,99.02,66.23,32.79,107.57,2025,2025-08,Q3
ORD-003047,2025-11-13,Plus,Germany,Online,Mid-Market,2,136.06,7.31,128.75,63.0,65.75,117.29,2025,2025-11,Q4
ORD-003048,2025-10-08,Plus,UAE,Direct,Mid-Market,2,136.3,2.21,134.09,59.99,74.1,126.24,2025,2025-10,Q4
ORD-003049,2025-02-05,Plus,UK,Online,SMB,2,151.05,0.64,150.41,63.75,86.66,166.8,2025,2025-02,Q1
ORD-003050,2025-05-14,Plus,Germany,Online,SMB,2,144.24,5.12,139.12,68.82,70.3,157.37,2025,2025-05,Q2
ORD-003051,2026-06-04,Core,UK,Direct,SMB,1,44.73,0.88,43.85,18.94,24.91,43.8,2026,2026-06,Q2
ORD-003052,2026-01-23,Core,US,Direct,Enterprise,3,127.09,4.51,122.58,55.66,66.92,112.61,2026,2026-01,Q1
ORD-003053,2026-06-13,Plus,UK,Direct,SMB,3,239.7,19.2,220.5,100.61,119.89,213.41,2026,2026-06,Q2
ORD-003054,2026-02-13,Premium,US,Partner,Mid-Market,4,455.08,8.42,446.66,205.19,241.47,504.61,2026,2026-02,Q1
ORD-003055,2026-07-07,Premium,Germany,Partner,Enterprise,5,596.51,28.3,568.21,256.67,311.54,557.07,2026,2026-07,Q3
ORD-003056,2025-02-08,Premium,US,Partner,SMB,5,646.44,25.9,620.54,302.0,318.54,698.48,2025,2025-02,Q1
ORD-003057,2025-08-07,Plus,Germany,Direct,SMB,2,143.18,7.4,135.78,64.69,71.09,126.26,2025,2025-08,Q3
ORD-003058,2025-05-21,Enterprise,Germany,Direct,SMB,3,769.06,19.46,749.6,433.28,316.32,726.41,2025,2025-05,Q2
ORD-003059,2025-11-08,Core,India,Direct,Mid-Market,5,224.2,7.53,216.67,109.48,107.19,210.99,2025,2025-11,Q4
ORD-003060,2025-07-16,Plus,UAE,Direct,SMB,5,371.54,30.74,340.8,181.18,159.62,340.48,2025,2025-07,Q3
ORD-003061,2025-12-02,Core,UK,Direct,Mid-Market,3,132.02,5.33,126.69,78.58,48.11,121.9,2025,2025-12,Q4
ORD-003062,2025-10-30,Core,UAE,Direct,SMB,11,515.81,7.96,507.85,228.58,279.27,471.1,2025,2025-10,Q4
ORD-003063,2025-03-23,Plus,US,Partner,Enterprise,3,238.46,4.44,234.02,125.73,108.29,241.67,2025,2025-03,Q1
ORD-003064,2025-04-29,Plus,India,Direct,SMB,2,142.78,2.14,140.64,61.97,78.67,131.6,2025,2025-04,Q2
ORD-003065,2025-03-29,Plus,Germany,Online,SMB,8,542.55,14.07,528.48,329.78,198.7,525.7,2025,2025-03,Q1
ORD-003066,2025-03-18,Core,India,Partner,SMB,2,84.37,1.2,83.17,36.02,47.15,75.02,2025,2025-03,Q1
ORD-003067,2026-07-05,Premium,UK,Partner,SMB,3,382.4,15.06,367.34,223.19,144.15,367.6,2026,2026-07,Q3
ORD-003068,2026-04-15,Enterprise,Germany,Direct,SMB,2,508.7,75.34,433.36,259.49,173.87,476.0,2026,2026-04,Q2
ORD-003069,2025-02-28,Plus,Germany,Online,Mid-Market,1,71.14,1.32,69.82,42.65,27.17,75.18,2025,2025-02,Q1
ORD-003070,2025-05-17,Core,US,Direct,Mid-Market,2,88.0,2.88,85.12,50.0,35.12,89.94,2025,2025-05,Q2
ORD-003071,2026-07-26,Core,UK,Partner,Mid-Market,3,140.53,2.35,138.18,64.13,74.05,131.96,2026,2026-07,Q3
ORD-003072,2026-06-02,Core,US,Online,Enterprise,4,174.89,7.84,167.05,111.25,55.8,185.91,2026,2026-06,Q2
ORD-003073,2025-04-16,Plus,US,Partner,SMB,3,224.99,8.3,216.69,119.75,96.94,196.45,2025,2025-04,Q2
ORD-003074,2026-03-02,Plus,US,Partner,SMB,2,135.16,4.57,130.59,76.93,53.66,144.11,2026,2026-03,Q1
ORD-003075,2026-06-25,Core,US,Direct,SMB,6,274.21,14.56,259.65,120.14,139.51,258.08,2026,2026-06,Q2
ORD-003076,2026-06-08,Core,US,Online,SMB,2,94.68,0.57,94.11,52.85,41.26,95.48,2026,2026-06,Q2
ORD-003077,2025-06-15,Premium,India,Direct,SMB,4,514.68,7.27,507.41,241.14,266.27,481.27,2025,2025-06,Q2
ORD-003078,2025-12-17,Core,UK,Online,Mid-Market,3,142.52,1.53,140.99,86.09,54.9,132.89,2025,2025-12,Q4
ORD-003079,2026-05-09,Enterprise,US,Online,Mid-Market,4,915.68,40.27,875.41,499.27,376.14,970.09,2026,2026-05,Q2
ORD-003080,2026-06-13,Plus,US,Online,Mid-Market,3,220.01,1.74,218.27,105.0,113.27,200.19,2026,2026-06,Q2
ORD-003081,2026-04-30,Core,US,Direct,Mid-Market,1,40.97,0.88,40.09,22.05,18.04,37.61,2026,2026-04,Q2
ORD-003082,2025-10-17,Premium,UK,Direct,SMB,2,262.59,8.98,253.61,169.51,84.1,256.34,2025,2025-10,Q4
ORD-003083,2026-04-24,Plus,UAE,Partner,Mid-Market,2,157.38,2.91,154.47,73.69,80.78,147.21,2026,2026-04,Q2
ORD-003084,2025-06-15,Core,US,Online,Enterprise,7,328.35,10.73,317.62,158.83,158.79,314.84,2025,2025-06,Q2
ORD-003085,2025-04-07,Enterprise,UK,Direct,Mid-Market,15,3852.71,110.13,3742.58,2165.94,1576.64,3945.65,2025,2025-04,Q2
ORD-003086,2025-07-05,Premium,UAE,Partner,SMB,4,436.55,12.51,424.04,270.96,153.08,376.69,2025,2025-07,Q3
ORD-003087,2025-10-23,Premium,US,Direct,Enterprise,2,238.59,16.04,222.55,140.88,81.67,227.69,2025,2025-10,Q4
ORD-003088,2026-06-26,Core,India,Direct,Enterprise,6,262.13,25.46,236.67,134.59,102.08,254.21,2026,2026-06,Q2
ORD-003089,2026-07-16,Plus,UK,Direct,SMB,1,78.39,4.95,73.44,47.69,25.75,66.94,2026,2026-07,Q3
ORD-003090,2026-04-08,Premium,Germany,Direct,SMB,5,606.57,17.36,589.21,250.15,339.06,544.9,2026,2026-04,Q2
ORD-003091,2026-01-07,Plus,India,Partner,SMB,2,161.48,2.77,158.71,81.12,77.59,165.99,2026,2026-01,Q1
ORD-003092,2025-10-11,Core,UAE,Direct,SMB,5,243.07,6.13,236.94,155.08,81.86,251.89,2025,2025-10,Q4
ORD-003093,2026-01-09,Core,India,Direct,Mid-Market,1,47.12,3.43,43.69,21.59,22.1,42.55,2026,2026-01,Q1
ORD-003094,2025-02-06,Premium,India,Online,Enterprise,1,121.16,19.25,101.91,60.33,41.58,110.43,2025,2025-02,Q1
ORD-003095,2026-04-03,Plus,India,Online,Mid-Market,2,162.54,1.44,161.1,95.24,65.86,175.84,2026,2026-04,Q2
ORD-003096,2025-01-05,Plus,US,Partner,SMB,2,147.57,1.98,145.59,86.47,59.12,143.19,2025,2025-01,Q1
ORD-003097,2025-07-06,Plus,UK,Partner,SMB,4,310.75,9.88,300.87,155.94,144.93,300.54,2025,2025-07,Q3
ORD-003098,2025-12-02,Premium,US,Direct,Enterprise,6,701.89,138.78,563.11,288.48,274.63,638.07,2025,2025-12,Q4
ORD-003099,2025-01-18,Premium,India,Direct,Mid-Market,2,247.15,10.01,237.14,157.19,79.95,258.5,2025,2025-01,Q1
ORD-003100,2026-05-21,Enterprise,Germany,Partner,Mid-Market,7,1822.96,176.14,1646.82,1059.08,587.74,1696.6,2026,2026-05,Q2
ORD-003101,2025-12-15,Enterprise,UAE,Partner,Enterprise,4,931.12,15.12,916.0,436.76,479.24,964.87,2025,2025-12,Q4
ORD-003102,2025-03-31,Plus,UAE,Online,SMB,3,242.43,15.95,226.48,98.09,128.39,219.69,2025,2025-03,Q1
ORD-003103,2025-09-21,Premium,India,Online,SMB,1,108.21,8.66,99.55,59.95,39.6,105.57,2025,2025-09,Q3
ORD-003104,2025-07-22,Enterprise,UK,Direct,SMB,3,773.53,27.96,745.57,410.61,334.96,823.64,2025,2025-07,Q3
ORD-003105,2026-05-20,Enterprise,UK,Direct,Enterprise,1,223.72,3.09,220.63,96.54,124.09,225.17,2026,2026-05,Q2
ORD-003106,2025-10-20,Premium,UK,Online,Mid-Market,6,694.93,13.18,681.75,405.2,276.55,738.99,2025,2025-10,Q4
ORD-003107,2025-07-26,Premium,Germany,Online,Mid-Market,9,1052.99,95.02,957.97,506.76,451.21,863.81,2025,2025-07,Q3
ORD-003108,2025-02-26,Plus,UK,Online,SMB,1,68.1,2.65,65.45,37.31,28.14,69.95,2025,2025-02,Q1
ORD-003109,2026-04-05,Core,UK,Direct,SMB,4,181.54,5.69,175.85,93.12,82.73,193.48,2026,2026-04,Q2
ORD-003110,2025-06-13,Plus,UAE,Direct,SMB,6,494.32,54.46,439.86,275.02,164.84,396.25,2025,2025-06,Q2
ORD-003111,2026-01-05,Core,US,Direct,Enterprise,2,85.22,0.81,84.41,48.05,36.36,94.96,2026,2026-01,Q1
ORD-003112,2025-02-05,Premium,Germany,Partner,Mid-Market,8,942.77,18.1,924.67,582.66,342.01,887.74,2025,2025-02,Q1
ORD-003113,2025-02-12,Core,India,Online,Mid-Market,3,129.12,12.02,117.1,73.11,43.99,114.18,2025,2025-02,Q1
ORD-003114,2025-06-01,Premium,Germany,Partner,SMB,3,346.97,6.07,340.9,161.1,179.8,303.45,2025,2025-06,Q2
