order_id,date_key,product_key,region_key,channel_key,segment_key,units,gross_sales_gbp,discount_gbp,revenue_gbp,cogs_gbp,gross_profit_gbp,revenue_target_gbp
ORD-003716,20250208,4,2,2,2,1,113.44,4.18,109.26,60.13,49.13,100.19
ORD-003717,20251118,1,2,1,3,3,135.07,6.78,128.29,57.34,70.95,127.61
ORD-003718,20250719,4,2,1,3,4,432.02,6.79,425.23,198.57,226.66,429.51
ORD-003719,20260602,3,4,2,3,3,220.26,2.61,217.65,106.66,110.99,236.47
ORD-003720,20251007,3,2,3,2,2,161.47,1.42,160.05,92.33,67.72,148.44
ORD-003721,20260526,4,2,2,2,1,116.15,0.77,115.38,53.21,62.17,129.93
ORD-003722,20260728,3,1,1,3,1,71.48,0.96,70.52,38.38,32.14,72.49
ORD-003723,20251025,3,1,1,2,2,135.54,4.66,130.88,57.38,73.5,125.66
ORD-003724,20251226,4,4,1,1,4,447.96,22.49,425.47,227.88,197.59,467.14
ORD-003725,20251221,1,4,1,2,2,97.39,10.03,87.36,48.66,38.7,85.63
ORD-003726,20250129,1,2,2,2,7,309.55,13.28,296.27,159.96,136.31,310.5
ORD-003727,20260109,2,1,2,3,2,525.43,1.64,523.79,262.39,261.4,554.08
ORD-003728,20250709,3,2,1,1,2,151.04,6.15,144.89,77.43,67.46,136.49
ORD-003729,20260508,2,5,1,2,4,901.06,13.77,887.29,407.59,479.7,957.61
ORD-003730,20250311,1,4,2,3,4,196.72,5.27,191.45,92.48,98.97,202.99
ORD-003731,20250516,1,1,1,2,1,42.27,0.51,41.76,17.83,23.93,41.79
ORD-003732,20250923,4,5,3,2,3,328.89,22.43,306.46,145.51,160.95,284.25
ORD-003733,20251010,2,4,2,1,5,1085.41,12.59,1072.82,607.93,464.89,1159.52
ORD-003734,20251215,2,3,1,2,2,432.12,26.77,405.35,192.57,212.78,393.58
ORD-003735,20251206,2,4,1,3,4,927.2,3.81,923.39,580.9,342.49,986.55
ORD-003736,20260205,1,1,1,3,3,140.16,5.96,134.2,66.26,67.94,118.31
ORD-003737,20251202,3,3,1,3,11,776.59,0.54,776.05,461.7,314.35,797.6
ORD-003738,20250826,3,4,1,3,2,142.91,6.39,136.52,67.14,69.38,137.05
ORD-003739,20260521,4,3,1,1,4,500.05,19.53,480.52,263.21,217.31,466.86
ORD-003740,20260529,1,2,1,3,3,147.46,6.24,141.22,71.2,70.02,139.25
ORD-003741,20250526,3,1,3,3,2,136.63,3.09,133.54,88.41,45.13,122.92
ORD-003742,20260109,2,3,1,3,1,263.41,11.32,252.09,158.71,93.38,276.12
ORD-003743,20250727,1,2,1,1,3,147.59,18.69,128.9,66.84,62.06,122.05
ORD-003744,20250427,3,5,3,3,2,159.21,6.47,152.74,82.33,70.41,146.71
ORD-003745,20250128,3,4,2,3,3,224.49,1.26,223.23,96.16,127.07,228.73
ORD-003746,20260430,4,3,1,1,3,341.57,1.44,340.13,188.11,152.02,345.2
ORD-003747,20260508,3,4,3,3,2,164.7,18.71,145.99,81.86,64.13,150.69
ORD-003748,20251130,3,1,3,3,6,420.71,12.34,408.37,227.84,180.53,452.7
ORD-003749,20260305,1,5,1,3,5,203.56,2.76,200.8,86.31,114.49,195.43
ORD-003750,20250610,3,5,3,1,4,291.63,10.51,281.12,127.1,154.02,307.5
ORD-003751,20250504,4,2,2,1,1,116.63,9.13,107.5,47.31,60.19,110.86
ORD-003752,20250728,1,2,3,1,4,188.46,5.36,183.1,81.93,101.17,183.47
ORD-003753,20260228,1,1,1,2,2,86.07,2.55,83.52,47.15,36.37,86.95
ORD-003754,20260709,2,4,2,2,4,925.94,2.94,923.0,391.15,531.85,856.02
ORD-003755,20260505,2,4,2,3,3,773.45,42.78,730.67,352.74,377.93,805.57
ORD-003756,20250220,3,1,2,3,7,565.8,8.48,557.32,310.56,246.76,540.94
ORD-003757,20251003,3,2,3,2,5,385.59,10.67,374.92,229.71,145.21,382.01
ORD-003758,20260524,4,5,1,3,7,911.38,14.83,896.55,381.67,514.88,989.16
ORD-003759,20260409,2,2,3,3,4,878.76,44.97,833.79,490.97,342.82,835.67
ORD-003760,20251016,4,1,1,1,2,219.58,9.66,209.92,134.94,74.98,222.07
ORD-003761,20260117,1,4,2,3,4,182.75,4.05,178.7,88.3,90.4,170.86
ORD-003762,20260102,1,5,2,3,2,81.06,0.35,80.71,52.88,27.83,73.71
ORD-003763,20260524,3,4,2,3,2,150.75,0.61,150.14,91.67,58.47,150.81
ORD-003764,20250615,4,2,1,2,11,1332.65,13.58,1319.07,746.1,572.97,1467.24
ORD-003765,20250919,4,5,2,3,2,232.92,19.11,213.81,122.29,91.52,220.22
ORD-003766,20250308,1,5,2,3,2,92.6,2.58,90.02,57.45,32.57,90.61
ORD-003767,20251128,3,4,2,3,2,145.87,3.25,142.62,84.39,58.23,146.7
ORD-003768,20260611,4,5,2,3,2,255.38,0.91,254.47,138.27,116.2,252.88
ORD-003769,20250628,4,4,1,2,2,255.32,16.22,239.1,109.18,129.92,254.61
ORD-003770,20251121,1,2,2,3,2,87.11,2.85,84.26,49.09,35.17,83.47
ORD-003771,20251205,4,4,2,2,2,220.61,4.11,216.5,126.88,89.62,234.47
ORD-003772,20250123,3,2,1,3,4,321.8,11.68,310.12,185.36,124.76,344.98
ORD-003773,20250223,4,2,1,1,1,119.41,1.19,118.22,56.45,61.77,121.84
ORD-003774,20250316,2,5,1,1,2,458.76,6.29,452.47,293.5,158.97,440.55
ORD-003775,20260325,2,4,1,2,1,232.74,4.69,228.05,126.0,102.05,223.46
ORD-003776,20260717,3,3,2,3,7,537.02,2.9,534.12,290.47,243.65,524.56
ORD-003777,20260120,4,2,1,2,2,255.47,30.51,224.96,129.12,95.84,228.23
ORD-003778,20260704,2,5,1,3,3,650.95,8.93,642.02,389.44,252.58,619.0
ORD-003779,20251119,1,1,1,2,13,623.98,35.13,588.85,309.56,279.29,575.45
ORD-003780,20260107,4,1,1,2,6,655.89,40.49,615.4,341.95,273.45,691.2
ORD-003781,20260319,1,4,2,1,1,49.47,2.42,47.05,23.01,24.04,48.88
ORD-003782,20250929,4,2,3,3,10,1255.28,4.54,1250.74,781.82,468.92,1384.07
ORD-003783,20250801,4,4,1,3,2,251.48,2.83,248.65,146.29,102.36,275.1
ORD-003784,20250902,3,5,3,1,1,72.03,3.38,68.65,33.45,35.2,60.72
ORD-003785,20260313,3,4,1,3,6,471.99,27.14,444.85,187.7,257.15,426.73
ORD-003786,20250605,1,4,1,1,3,146.45,3.71,142.74,94.04,48.7,136.68
ORD-003787,20260609,1,4,3,1,5,210.64,3.53,207.11,127.08,80.03,224.14
ORD-003788,20251004,4,2,1,3,1,131.4,4.16,127.24,62.15,65.09,131.68
ORD-003789,20250317,1,4,1,3,5,212.11,6.26,205.85,115.64,90.21,189.87
ORD-003790,20250823,1,2,1,2,2,95.24,6.09,89.15,42.4,46.75,100.38
ORD-003791,20251104,2,2,2,2,10,2562.31,120.97,2441.34,1168.82,1272.52,2392.54
ORD-003792,20260420,2,4,3,1,2,505.0,15.32,489.68,240.5,249.18,457.98
ORD-003793,20260206,1,1,2,1,3,143.44,10.1,133.34,61.1,72.24,133.21
ORD-003794,20250422,4,5,2,2,3,387.07,35.73,351.34,221.55,129.79,396.2
ORD-003795,20250720,1,5,1,3,1,45.17,3.37,41.8,24.33,17.47,42.16
ORD-003796,20250410,4,4,2,3,1,124.61,0.45,124.16,56.51,67.65,126.58
ORD-003797,20260714,1,1,3,1,2,96.6,3.33,93.27,55.11,38.16,92.8
ORD-003798,20260419,3,4,3,3,4,313.28,3.79,309.49,133.29,176.2,349.19
ORD-003799,20250130,1,2,1,1,2,94.25,0.1,94.15,43.76,50.39,98.69
ORD-003800,20250208,4,4,1,2,1,127.28,13.09,114.19,56.05,58.14,106.56
ORD-003801,20260127,3,2,1,3,2,154.35,16.69,137.66,69.43,68.23,146.92
ORD-003802,20260314,1,5,1,2,1,45.31,1.63,43.68,27.02,16.66,44.89
ORD-003803,20260117,1,5,1,2,1,49.31,1.84,47.47,25.21,22.26,43.81
ORD-003804,20250312,4,1,2,1,3,337.82,15.43,322.39,198.01,124.38,309.71
ORD-003805,20260602,4,1,2,1,2,237.88,17.79,220.09,95.17,124.92,236.57
ORD-003806,20250426,3,2,1,1,3,228.41,8.22,220.19,124.63,95.56,233.48
ORD-003807,20250915,3,3,3,3,3,227.72,8.33,219.39,139.22,80.17,245.8
ORD-003808,20250914,4,3,2,3,4,469.36,4.08,465.28,293.53,171.75,510.04
ORD-003809,20260203,1,4,2,2,2,86.42,9.82,76.6,40.4,36.2,84.02
ORD-003810,20251012,3,4,3,2,3,210.91,11.73,199.18,117.75,81.43,180.86
ORD-003811,20250903,1,5,2,1,2,84.49,1.36,83.13,49.52,33.61,78.63
ORD-003812,20250113,4,2,3,3,2,263.38,0.1,263.28,142.92,120.36,234.01
ORD-003813,20251217,2,2,1,3,1,229.19,9.24,219.95,102.67,117.28,217.1
ORD-003814,20260507,2,4,1,1,2,479.3,28.26,451.04,261.9,189.14,436.23
ORD-003815,20260708,3,2,3,2,2,137.27,7.31,129.96,74.21,55.75,124.65
ORD-003816,20260116,2,5,2,1,4,894.14,58.04,836.1,517.11,318.99,787.47
ORD-003817,20260717,2,1,2,1,1,247.31,21.62,225.69,115.8,109.89,257.2
ORD-003818,20260506,1,4,3,3,5,206.63,15.57,191.06,80.53,110.53,186.86
ORD-003819,20251011,1,1,3,3,1,42.77,1.81,40.96,26.16,14.8,37.05
ORD-003820,20260301,1,2,1,2,7,309.95,13.29,296.66,160.43,136.23,301.42
ORD-003821,20250717,4,1,2,3,1,116.17,1.24,114.93,63.96,50.97,130.62
ORD-003822,20250213,3,4,1,1,1,70.05,3.64,66.41,38.76,27.65,64.7
ORD-003823,20250225,3,4,2,2,2,155.08,11.11,143.97,94.7,49.27,163.23
ORD-003824,20250829,1,3,1,2,2,90.7,1.11,89.59,43.09,46.5,82.67
ORD-003825,20250114,1,3,2,1,2,81.73,0.19,81.54,36.72,44.82,83.21
ORD-003826,20250130,1,1,1,3,2,85.36,5.33,80.03,38.06,41.97,79.49
ORD-003827,20260621,4,1,1,3,1,125.19,4.79,120.4,53.59,66.81,133.1
ORD-003828,20260212,1,5,1,3,1,45.07,0.57,44.5,22.14,22.36,43.37
ORD-003829,20251017,1,4,3,1,2,93.74,7.38,86.36,47.16,39.2,90.09
ORD-003830,20251109,2,5,2,2,2,505.62,25.59,480.03,286.76,193.27,504.18
ORD-003831,20250222,3,4,2,2,2,135.88,4.36,131.52,83.54,47.98,143.67
ORD-003832,20260228,1,5,1,2,1,45.07,2.63,42.44,18.75,23.69,44.14
ORD-003833,20250714,3,4,3,2,2,137.72,4.38,133.34,79.15,54.19,148.97
ORD-003834,20250802,3,4,1,1,3,202.82,12.56,190.26,113.82,76.44,169.95
ORD-003835,20251217,1,1,2,3,5,222.98,22.75,200.23,86.18,114.05,221.65
ORD-003836,20250722,3,3,2,2,3,214.09,18.53,195.56,129.11,66.45,184.07
ORD-003837,20250511,1,5,2,2,2,90.0,1.05,88.95,58.29,30.66,86.98
ORD-003838,20250615,1,4,1,1,1,46.05,0.99,45.06,26.14,18.92,44.96
ORD-003839,20260328,4,2,1,3,2,259.2,35.56,223.64,125.28,98.36,236.98
ORD-003840,20260116,4,4,2,1,4,439.21,14.12,425.09,247.93,177.16,419.65
ORD-003841,20250323,3,1,2,1,3,236.41,13.41,223.0,145.13,77.87,211.99
ORD-003842,20250402,1,2,2,3,4,170.13,3.77,166.36,87.89,78.47,187.06
ORD-003843,20251024,1,3,1,1,4,164.06,8.16,155.9,92.94,62.96,157.86
ORD-003844,20250310,3,2,1,2,1,75.14,2.75,72.39,44.35,28.04,64.2
ORD-003845,20250601,3,1,1,3,3,222.56,7.96,214.6,137.79,76.81,226.84
ORD-003846,20260324,3,2,1,2,4,297.01,13.77,283.24,182.19,101.05,267.66
ORD-003847,20260311,4,4,3,3,5,644.94,39.69,605.25,303.07,302.18,658.92
ORD-003848,20250906,1,4,1,1,1,44.83,2.69,42.14,21.55,20.59,39.54
ORD-003849,20250210,3,2,1,2,2,148.75,12.77,135.98,78.58,57.4,133.8
ORD-003850,20250502,3,5,2,1,1,68.6,5.49,63.11,41.33,21.78,58.21
ORD-003851,20250111,1,1,2,3,1,48.42,6.51,41.91,23.34,18.57,45.09
ORD-003852,20260609,1,1,3,2,2,95.37,1.0,94.37,53.84,40.53,98.12
ORD-003853,20250830,1,2,2,1,3,145.11,8.43,136.68,62.98,73.7,133.85
ORD-003854,20251219,3,2,1,1,2,138.56,0.33,138.23,62.25,75.98,138.84
ORD-003855,20250611,4,4,1,3,3,382.5,16.32,366.18,240.31,125.87,400.14
ORD-003856,20250228,3,4,1,3,6,431.38,0.79,430.59,217.17,213.42,410.65
ORD-003857,20250517,2,1,2,2,2,494.51,17.59,476.92,272.02,204.9,428.97
ORD-003858,20250329,3,5,3,2,3,205.95,10.4,195.55,91.79,103.76,174.63
ORD-003859,20260703,1,2,1,1,1,47.17,2.47,44.7,23.8,20.9,40.97
ORD-003860,20250401,3,1,3,3,3,221.4,6.8,214.6,141.41,73.19,207.08
ORD-003861,20260222,3,4,3,3,1,72.56,0.87,71.69,40.85,30.84,78.63
ORD-003862,20250103,4,5,2,1,6,781.4,98.56,682.84,360.45,322.39,637.97
ORD-003863,20260216,1,2,3,1,1,47.58,0.37,47.21,20.2,27.01,48.09
ORD-003864,20250209,3,5,1,3,3,225.32,4.14,221.18,136.02,85.16,223.72
ORD-003865,20250829,2,4,2,3,1,229.47,2.76,226.71,123.13,103.58,234.09
ORD-003866,20260227,1,2,1,3,2,92.75,4.85,87.9,58.57,29.33,96.78
ORD-003867,20250326,3,2,3,2,2,150.42,8.31,142.11,73.17,68.94,127.89
ORD-003868,20260210,3,5,2,1,4,282.91,4.05,278.86,130.51,148.35,292.69
ORD-003869,20260624,2,4,1,3,3,690.96,27.74,663.22,321.96,341.26,647.32
ORD-003870,20260410,1,2,2,2,3,143.67,2.91,140.76,74.87,65.89,149.35
ORD-003871,20250825,2,4,3,1,10,2582.88,35.14,2547.74,1249.17,1298.57,2316.22
ORD-003872,20260211,2,3,1,2,2,465.72,25.54,440.18,284.11,156.07,488.24
ORD-003873,20250717,1,4,2,2,2,84.89,0.58,84.31,53.9,30.41,82.08
ORD-003874,20260713,3,4,1,1,1,75.9,6.57,69.33,42.87,26.46,63.21
ORD-003875,20250219,1,4,2,3,2,81.95,1.06,80.89,47.58,33.31,86.56
ORD-003876,20260707,4,2,2,2,1,109.33,0.54,108.79,47.68,61.11,104.19
ORD-003877,20260313,1,2,1,2,1,47.07,2.08,44.99,25.16,19.83,42.53
ORD-003878,20250617,4,1,3,3,1,123.21,3.55,119.66,60.64,59.02,126.09
ORD-003879,20260409,1,1,2,3,1,43.57,0.22,43.35,21.37,21.98,40.02
ORD-003880,20250517,4,2,3,1,1,111.78,10.25,101.53,53.44,48.09,109.69
ORD-003881,20260125,1,2,3,3,3,136.65,7.73,128.92,85.41,43.51,143.85
ORD-003882,20251123,1,5,1,2,2,95.52,1.08,94.44,61.27,33.17,89.53
ORD-003883,20260720,1,5,3,3,4,184.12,8.0,176.12,117.91,58.21,157.16
ORD-003884,20250409,1,3,1,3,7,294.71,47.31,247.4,156.18,91.22,229.54
ORD-003885,20250708,3,1,3,3,1,78.3,4.37,73.93,36.53,37.4,73.02
ORD-003886,20260513,2,4,1,3,4,881.46,26.48,854.98,430.06,424.92,853.19
ORD-003887,20260428,1,3,3,3,5,237.13,4.37,232.76,104.92,127.84,239.31
ORD-003888,20250930,4,4,2,1,2,220.35,12.9,207.45,101.79,105.66,193.26
ORD-003889,20260406,1,1,1,3,4,192.57,14.7,177.87,83.85,94.02,192.72
ORD-003890,20250507,1,1,1,2,4,193.28,4.01,189.27,106.74,82.53,207.92
ORD-003891,20260429,2,5,3,1,2,488.87,29.62,459.25,270.34,188.91,486.65
ORD-003892,20250321,4,5,1,3,5,564.49,10.21,554.28,238.8,315.48,606.05
ORD-003893,20250227,2,4,2,2,1,217.57,5.5,212.07,106.74,105.33,219.79
ORD-003894,20250510,2,2,1,1,2,524.75,2.56,522.19,331.69,190.5,579.56
ORD-003895,20250128,2,3,1,3,1,250.05,9.21,240.84,136.21,104.63,228.79
ORD-003896,20260628,1,3,2,3,4,177.71,7.04,170.67,104.69,65.98,164.36
ORD-003897,20250115,2,2,2,1,2,479.59,12.4,467.19,205.38,261.81,469.05
ORD-003898,20260401,1,2,1,3,5,235.9,17.62,218.28,133.61,84.67,228.93
ORD-003899,20250720,4,2,1,3,1,129.24,7.19,122.05,55.26,66.79,121.26
ORD-003900,20250727,3,5,1,3,1,75.01,1.35,73.66,35.66,38.0,70.73
ORD-003901,20250725,2,4,3,2,2,449.91,28.12,421.79,210.18,211.61,474.36
ORD-003902,20260420,4,1,1,3,4,471.13,70.57,400.56,170.6,229.96,425.45
ORD-003903,20260118,4,2,3,2,3,359.54,16.92,342.62,202.19,140.43,349.52
ORD-003904,20260403,2,1,2,3,4,1031.6,44.23,987.37,612.6,374.77,907.69
ORD-003905,20250216,3,1,2,3,4,281.3,15.26,266.04,165.29,100.75,291.31
ORD-003906,20260501,3,3,3,2,1,81.99,3.98,78.01,44.63,33.38,76.84
ORD-003907,20250531,1,5,1,3,5,209.75,3.74,206.01,108.44,97.57,221.26
ORD-003908,20260519,2,1,3,2,1,250.41,4.51,245.9,136.28,109.62,247.08
ORD-003909,20251229,1,4,1,1,1,40.79,0.88,39.91,17.35,22.56,36.24
ORD-003910,20250425,4,4,2,3,1,118.67,3.04,115.63,76.29,39.34,108.37
ORD-003911,20250711,1,1,1,3,2,81.01,2.05,78.96,40.39,38.57,75.98
ORD-003912,20260505,2,2,2,3,2,442.98,49.26,393.72,228.22,165.5,360.7
ORD-003913,20260407,4,2,1,3,1,126.23,1.16,125.07,83.24,41.83,128.5
ORD-003914,20260212,4,5,3,3,5,595.94,40.57,555.37,296.27,259.1,498.04
ORD-003915,20260720,4,4,1,3,4,450.78,11.08,439.7,242.5,197.2,470.53
ORD-003916,20250805,4,3,1,1,3,354.47,9.78,344.69,150.46,194.23,365.4
ORD-003917,20250205,3,3,2,1,4,315.36,0.71,314.65,199.48,115.17,322.63
ORD-003918,20250620,1,1,2,2,1,45.07,1.86,43.21,22.54,20.67,40.08
ORD-003919,20250625,2,1,3,3,2,493.89,27.15,466.74,310.27,156.47,424.42
ORD-003920,20260110,2,4,3,2,1,253.88,13.9,239.98,152.05,87.93,259.28
ORD-003921,20250330,4,5,2,3,2,261.2,7.57,253.63,110.36,143.27,287.6
ORD-003922,20250119,1,2,3,2,2,89.03,6.33,82.7,49.63,33.07,90.55
ORD-003923,20260601,2,4,1,3,1,238.5,6.91,231.59,148.9,82.69,261.85
ORD-003924,20250512,4,2,2,1,2,259.21,21.04,238.17,125.86,112.31,270.68
ORD-003925,20260614,1,4,1,2,2,98.7,2.68,96.02,53.73,42.29,108.51
ORD-003926,20260518,1,4,3,2,1,40.76,1.02,39.74,21.86,17.88,44.91
ORD-003927,20250728,2,4,2,1,2,478.16,47.79,430.37,205.75,224.62,419.07
ORD-003928,20250930,2,2,3,3,5,1131.58,21.83,1109.75,625.64,484.11,1019.73
ORD-003929,20250611,4,2,1,1,1,117.32,3.61,113.71,64.08,49.63,127.34
ORD-003930,20260204,4,1,1,3,4,440.13,20.92,419.21,250.67,168.54,464.92
ORD-003931,20260523,3,2,1,3,2,136.69,17.17,119.52,62.03,57.49,106.96
ORD-003932,20250714,2,3,2,2,3,782.4,109.52,672.88,360.1,312.78,636.45
ORD-003933,20260203,2,5,3,2,5,1298.04,55.42,1242.62,750.37,492.25,1168.86
ORD-003934,20260527,2,2,1,1,1,217.52,2.78,214.74,91.33,123.41,195.06
ORD-003935,20260303,2,2,1,3,5,1082.83,40.71,1042.12,558.49,483.63,965.76
ORD-003936,20250404,4,5,1,3,5,567.83,31.95,535.88,227.37,308.51,522.95
ORD-003937,20251130,2,5,3,3,1,258.33,15.22,243.11,161.27,81.84,251.34
ORD-003938,20260105,2,1,1,2,3,672.06,11.21,660.85,432.03,228.82,590.81
ORD-003939,20260315,2,5,3,1,1,217.75,11.24,206.51,118.46,88.05,195.7
ORD-003940,20250201,4,2,1,1,1,109.32,8.27,101.05,43.75,57.3,98.42
ORD-003941,20250315,1,3,3,3,4,173.16,4.9,168.26,89.93,78.33,152.6
ORD-003942,20250506,3,5,3,1,1,73.96,1.38,72.58,37.05,35.53,72.35
ORD-003943,20250527,4,4,2,1,4,519.67,14.05,505.62,241.94,263.68,540.39
ORD-003944,20250520,3,1,1,3,3,212.47,7.28,205.19,90.65,114.54,217.61
ORD-003945,20250710,4,1,2,1,3,366.06,8.09,357.97,231.55,126.42,397.29
ORD-003946,20250311,1,4,2,3,2,84.85,1.24,83.61,36.83,46.78,90.37
ORD-003947,20250928,1,4,2,3,2,98.68,3.67,95.01,63.62,31.39,86.21
ORD-003948,20260428,1,2,1,3,2,89.41,4.35,85.06,46.84,38.22,86.33
ORD-003949,20260523,4,4,3,3,1,112.87,0.07,112.8,65.04,47.76,107.64
ORD-003950,20260627,1,3,2,1,2,89.22,2.21,87.01,42.87,44.14,77.03
ORD-003951,20250513,2,1,1,3,2,486.05,13.04,473.01,209.05,263.96,480.54
ORD-003952,20250707,1,4,1,2,2,81.52,3.47,78.05,40.95,37.1,70.23
ORD-003953,20260723,1,4,2,1,2,85.0,0.68,84.32,56.32,28.0,83.0
ORD-003954,20250711,2,5,2,3,5,1180.27,6.66,1173.61,662.75,510.86,1077.39
ORD-003955,20250517,3,4,1,3,5,350.01,36.17,313.84,162.06,151.78,349.04
ORD-003956,20250521,2,1,1,3,2,439.41,10.99,428.42,226.2,202.22,452.41
ORD-003957,20250330,3,1,3,1,4,274.83,16.4,258.43,110.61,147.82,272.66
ORD-003958,20260703,2,2,2,1,4,946.45,15.8,930.65,457.31,473.34,924.47
ORD-003959,20260111,4,5,3,2,3,352.44,0.85,351.59,159.16,192.43,375.82
ORD-003960,20250419,2,1,1,3,4,901.84,9.04,892.8,554.79,338.01,929.33
ORD-003961,20250423,1,2,1,1,6,248.8,4.04,244.76,105.08,139.68,239.91
ORD-003962,20260511,4,1,1,2,5,638.32,31.22,607.1,289.99,317.11,632.7
ORD-003963,20250202,2,4,1,3,1,228.91,8.18,220.73,112.1,108.63,237.84
ORD-003964,20250626,1,2,2,3,5,238.99,7.82,231.17,146.54,84.63,234.07
ORD-003965,20250331,4,5,3,1,2,251.35,1.8,249.55,138.98,110.57,235.7
ORD-003966,20260417,1,4,2,3,2,83.05,1.65,81.4,35.8,45.6,79.13
ORD-003967,20260602,2,4,3,1,2,465.85,38.03,427.82,193.99,233.83,432.0
ORD-003968,20250614,2,3,2,3,2,517.7,38.0,479.7,218.87,260.83,536.68
ORD-003969,20250329,1,2,1,1,2,81.07,1.56,79.51,50.75,28.76,85.86
ORD-003970,20250522,4,2,1,3,1,117.9,2.9,115.0,69.62,45.38,103.62
ORD-003971,20260519,1,4,1,3,1,49.42,1.77,47.65,29.66,17.99,49.47
ORD-003972,20260516,1,5,1,1,1,43.51,0.34,43.17,27.94,15.23,45.88
ORD-003973,20250417,3,4,2,1,6,493.29,12.56,480.73,313.47,167.26,426.3
ORD-003974,20250627,1,5,2,3,2,90.78,3.07,87.71,54.46,33.25,92.05
ORD-003975,20250531,4,1,1,1,2,248.0,19.11,228.89,103.34,125.55,202.6
ORD-003976,20250904,4,1,2,2,1,128.7,12.05,116.65,63.31,53.34,125.63
ORD-003977,20250417,3,4,1,3,4,285.16,2.26,282.9,170.55,112.35,262.99
ORD-003978,20260713,4,4,1,2,3,345.56,41.42,304.14,146.63,157.51,317.06
ORD-003979,20250126,1,5,1,2,1,42.34,2.59,39.75,25.43,14.32,35.64
ORD-003980,20250928,1,3,1,1,3,136.26,6.73,129.53,77.25,52.28,118.42
ORD-003981,20250114,2,2,2,1,2,480.6,74.01,406.59,230.66,175.93,432.82
ORD-003982,20250301,3,1,3,3,2,147.03,14.32,132.71,74.09,58.62,140.66
ORD-003983,20251231,1,2,1,1,3,128.46,7.64,120.82,53.94,66.88,121.08
ORD-003984,20260416,3,2,2,3,2,138.01,5.6,132.41,56.74,75.67,138.1
ORD-003985,20260406,3,2,1,1,4,310.56,1.3,309.26,202.45,106.81,346.5
ORD-003986,20260103,1,2,2,2,1,48.05,0.19,47.86,26.31,21.55,48.07
ORD-003987,20251119,2,3,3,2,2,433.73,8.76,424.97,225.34,199.63,455.62
ORD-003988,20260506,1,2,3,3,4,192.34,10.0,182.34,91.03,91.31,190.94
ORD-003989,20260318,1,4,3,3,6,280.01,20.68,259.33,124.92,134.41,242.39
ORD-003990,20260425,2,2,1,1,1,232.74,19.64,213.1,127.36,85.74,227.57
ORD-003991,20260104,3,3,1,2,2,159.53,3.27,156.26,70.47,85.79,153.83
ORD-003992,20260515,3,2,1,3,5,402.19,11.25,390.94,184.89,206.05,355.48
ORD-003993,20250521,2,4,3,2,3,649.32,47.88,601.44,268.61,332.83,641.09
ORD-003994,20250205,2,5,2,3,2,523.57,24.95,498.62,333.53,165.09,456.32
ORD-003995,20250525,4,1,3,2,2,221.9,4.54,217.36,122.3,95.06,235.13
ORD-003996,20250622,1,2,1,3,2,86.49,7.69,78.8,47.59,31.21,89.28
ORD-003997,20250127,4,3,1,3,2,229.17,2.63,226.54,118.1,108.44,232.59
ORD-003998,20251223,1,5,1,1,1,45.65,0.41,45.24,21.61,23.63,46.83
ORD-003999,20250113,4,4,2,3,3,346.39,11.76,334.63,158.79,175.84,348.09
ORD-004000,20260402,1,3,3,1,2,98.61,0.74,97.87,46.38,51.49,86.51
ORD-004001,20260418,3,2,2,2,1,70.2,1.22,68.98,34.67,34.31,62.57
ORD-004002,20260220,1,5,3,1,2,93.4,0.95,92.45,43.21,49.24,96.78
ORD-004003,20260427,1,1,1,3,3,130.1,5.42,124.68,56.68,68.0,129.23
ORD-004004,20250205,2,3,2,3,3,711.36,114.19,597.17,367.16,230.01,602.49
ORD-004005,20250129,3,3,1,1,2,140.39,1.5,138.89,72.4,66.49,147.99
ORD-004006,20251017,2,5,2,3,5,1190.8,2.56,1188.24,500.97,687.27,1304.46
ORD-004007,20260325,3,4,1,3,1,70.39,3.59,66.8,28.27,38.53,65.64
ORD-004008,20250708,2,4,1,3,1,241.41,9.1,232.31,104.61,127.7,258.63
ORD-004009,20260420,4,5,2,2,4,469.46,38.32,431.14,198.21,232.93,485.88
ORD-004010,20250226,4,5,1,1,5,631.96,4.45,627.51,370.66,256.85,669.16
ORD-004011,20260527,1,4,2,3,2,94.24,2.14,92.1,46.08,46.02,104.2
ORD-004012,20260321,4,4,1,2,2,254.39,29.38,225.01,141.05,83.96,255.89
ORD-004013,20251222,4,4,1,3,1,111.54,2.61,108.93,60.89,48.04,109.04
ORD-004014,20250827,1,1,1,2,4,176.23,3.04,173.19,72.9,100.29,184.1
ORD-004015,20250111,2,4,3,2,3,739.43,110.2,629.23,293.66,335.57,712.19
ORD-004016,20251008,3,3,2,3,3,205.63,5.66,199.97,103.09,96.88,215.21
ORD-004017,20260309,1,5,3,2,1,40.86,1.53,39.33,20.72,18.61,43.21
ORD-004018,20260411,1,4,2,2,2,86.03,4.43,81.6,43.95,37.65,73.97
ORD-004019,20250730,2,2,1,2,1,257.07,20.7,236.37,127.09,109.28,213.67
ORD-004020,20260428,4,4,2,1,3,324.9,6.17,318.73,143.9,174.83,294.9
ORD-004021,20251122,3,1,1,1,6,440.72,17.14,423.58,256.5,167.08,461.55
ORD-004022,20250424,2,5,3,2,3,694.21,4.4,689.81,325.45,364.36,634.45
ORD-004023,20260217,3,2,2,1,3,231.06,5.38,225.68,131.16,94.52,243.29
